Etiqueta,Clase(s),Contenido
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Preparación de Alimentos Ver todo en preparación de alimentos Freidoras de Aire Licuadoras Cafeteras de goteo  Cafeteras Expressería  Batidoras Ollas Arroceras Ollas Multifucionales Sandwicheras y Wafleras Exprimidores y Extractores Procesador de Alimentos Otros Productos de Preparación
div,main-navigation__screen__head,Preparación de Alimentos
div,main-navigation__subcategory__item,ClimatizaciónClimatización Ver todo en climatización Aire y Ambiente Aires Acondicionados Ventiladores Calefactores Calentadores Calentadores De acumulación Tiro natural ideal casas Tiro forzado ideal aptos Duchas eléctricas Recomendador calentadores Instalaciones Aires Acondicionados Calentadores
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Climatización Ver todo en climatización Aire y Ambiente Aires Acondicionados Ventiladores Calefactores Calentadores Calentadores De acumulación Tiro natural ideal casas Tiro forzado ideal aptos Duchas eléctricas Recomendador calentadores Instalaciones Aires Acondicionados Calentadores
div,main-navigation__screen__head,Climatización
div,main-navigation__subcategory__item,Cuidado PersonalCuidado Personal Ver todo en cuidado personal Planchas y Cepillos de aire Secadores de Cabello Afeitadoras y Depiladoras Marcas Remington Philips Gama Wahl Babyliss Kalley Conair Panasonic Braun
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Cuidado Personal Ver todo en cuidado personal Planchas y Cepillos de aire Secadores de Cabello Afeitadoras y Depiladoras Marcas Remington Philips Gama Wahl Babyliss Kalley Conair Panasonic Braun
div,main-navigation__screen__head,Cuidado Personal
div,main-navigation__subcategory__item,Cuidado del HogarCuidado del Hogar Ver todo en cuidado del hogar Cuidado de Ropa Máquinas de Coser Planchas Ropa Cuidado de Pisos Aspiradoras Hidrolavadoras
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Cuidado del Hogar Ver todo en cuidado del hogar Cuidado de Ropa Máquinas de Coser Planchas Ropa Cuidado de Pisos Aspiradoras Hidrolavadoras
div,main-navigation__screen__head,Cuidado del Hogar
div,main-navigation__subcategory__item,Otros ElectrohogarOtros Electrohogar Ver todo en otros electrohogar Combos Preparación de Alimentos Cuidado Personal Cuidado Hogar Teléfonos Fijos Alámbricos Inalámbricos Salud y Bienestar Masajeadores
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Otros Electrohogar Ver todo en otros electrohogar Combos Preparación de Alimentos Cuidado Personal Cuidado Hogar Teléfonos Fijos Alámbricos Inalámbricos Salud y Bienestar Masajeadores
div,main-navigation__screen__head,Otros Electrohogar
div,main-navigation__subcategory__item,Conoce másConoce más Ver todo en conoce más Guia de compra estufas Guia hornos empotre Guia de compra campanas Recetas ThinQ Información RetiQ
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Conoce más Ver todo en conoce más Guia de compra estufas Guia hornos empotre Guia de compra campanas Recetas ThinQ Información RetiQ
div,main-navigation__screen__head,Conoce más
div,main-navigation__subcategory__item,Accesorios y RepuestosAccesorios y Repuestos Ver todo en accesorios y repuestos Accesorios - Repuestos
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Accesorios y Repuestos Ver todo en accesorios y repuestos Accesorios - Repuestos
div,main-navigation__screen__head,Accesorios y Repuestos
div,main-navigation__screen__head,TV
div,main-navigation__subcategory__item,"TelevisoresTelevisores Ver todo en televisores Tamaño de pantalla (Pulgadas) 10"" a 32"" 40"" a 49""  50"" a 59"" 60"" a 75"" 76"" y más Marca Samsung LG Panasonic Kalley Hyundai Challenger TCL Tipo de Pantalla LED NanoCell OLED QLED Mini LED QNED Resolución HD Full HD 4k - UHD 8k Sistema Operativo Android TV Google TV Tizen Web OS Roku TV Características Especiales Lifestyle Zona Gamer y TV"
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,"Televisores Ver todo en televisores Tamaño de pantalla (Pulgadas) 10"" a 32"" 40"" a 49""  50"" a 59"" 60"" a 75"" 76"" y más Marca Samsung LG Panasonic Kalley Hyundai Challenger TCL Tipo de Pantalla LED NanoCell OLED QLED Mini LED QNED Resolución HD Full HD 4k - UHD 8k Sistema Operativo Android TV Google TV Tizen Web OS Roku TV Características Especiales Lifestyle Zona Gamer y TV"
div,main-navigation__screen__head,Televisores
div,main-navigation__subcategory__item,Complementos de TvComplementos de Tv Ver todo en complementos de tv Barras de Sonido Reproductores de Contenido Apple Roku Chromecast Proyectores Instalaciones Instalación TV
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Complementos de Tv Ver todo en complementos de tv Barras de Sonido Reproductores de Contenido Apple Roku Chromecast Proyectores Instalaciones Instalación TV
div,main-navigation__screen__head,Complementos de Tv
div,main-navigation__subcategory__item,"Accesorios TVAccesorios TV Ver todo en accesorios tv Bases y Soportes TV Antenas Cables Regulador, UPS y Multitoma Reproductores Apple Roku"
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,"Accesorios TV Ver todo en accesorios tv Bases y Soportes TV Antenas Cables Regulador, UPS y Multitoma Reproductores Apple Roku"
div,main-navigation__screen__head,Accesorios TV
div,main-navigation__subcategory__item,Netflix y PinesNetflix y Pines Ver todo en netflix y pines Netflix $20.000 $30.000 $35.000 $40.000 $50.000 Paramount  1 Mes 3 Meses  WIN Sports 1 Mes 6 Meses  12 Meses
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Netflix y Pines Ver todo en netflix y pines Netflix $20.000 $30.000 $35.000 $40.000 $50.000 Paramount  1 Mes 3 Meses  WIN Sports 1 Mes 6 Meses  12 Meses
div,main-navigation__screen__head,Netflix y Pines
div,main-navigation__subcategory__item,Conoce MásConoce Más Ver todo en conoce más Android TV Kalley Televisores TCL
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Conoce Más Ver todo en conoce más Android TV Kalley Televisores TCL
div,main-navigation__screen__head,Conoce Más
div,main-navigation__screen__head,Accesorios
div,main-navigation__subcategory__item,"Accesorios de Celulares y TabletasAccesorios de Celulares y Tabletas Ver todo en accesorios de celulares y tabletas Cables, Cargadores, Adaptadores Audífonos y manos libres Memorias Micro SD  Carcasas y estuches Baterías Externas Power Bank Bases y Soportes Otros Accesorios Mundo Apple"
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,"Accesorios de Celulares y Tabletas Ver todo en accesorios de celulares y tabletas Cables, Cargadores, Adaptadores Audífonos y manos libres Memorias Micro SD  Carcasas y estuches Baterías Externas Power Bank Bases y Soportes Otros Accesorios Mundo Apple"
div,main-navigation__screen__head,Accesorios de Celulares y Tabletas
div,main-navigation__subcategory__item,"Accesorios ComputadoresAccesorios Computadores Ver todo en accesorios computadores USB y Tarjetas de Memoria Maletín, Morrales y Fundas Discos Duros Cables, Cargadores, Adaptadores Mouse, Teclados y Otros Regulador, UPS y Multitoma Routers y Wifi Tabletas Digitalizadoras Licencias Software Sillas de Oficina"
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,"Accesorios Computadores Ver todo en accesorios computadores USB y Tarjetas de Memoria Maletín, Morrales y Fundas Discos Duros Cables, Cargadores, Adaptadores Mouse, Teclados y Otros Regulador, UPS y Multitoma Routers y Wifi Tabletas Digitalizadoras Licencias Software Sillas de Oficina"
div,main-navigation__screen__head,Accesorios Computadores
div,main-navigation__subcategory__item,"Accesorios TvAccesorios Tv Ver todo en accesorios tv Bases y Soportes TV Antenas Decodificadores Cables Regulador, UPS y Multitoma Reproductores Apple Roku"
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,"Accesorios Tv Ver todo en accesorios tv Bases y Soportes TV Antenas Decodificadores Cables Regulador, UPS y Multitoma Reproductores Apple Roku"
div,main-navigation__screen__head,Accesorios Tv
div,main-navigation__subcategory__item,Accesorios AudioAccesorios Audio Ver todo en accesorios audio Micrófonos Cables Audífonos y manos libres Bases
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Accesorios Audio Ver todo en accesorios audio Micrófonos Cables Audífonos y manos libres Bases
div,main-navigation__screen__head,Accesorios Audio
div,main-navigation__subcategory__item,Accesorios GamingAccesorios Gaming Ver todo en accesorios gaming Teclados Mouse y Mouse Pads Audifonos y Parlantes Gamers Sillas Gamer Routers
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Accesorios Gaming Ver todo en accesorios gaming Teclados Mouse y Mouse Pads Audifonos y Parlantes Gamers Sillas Gamer Routers
div,main-navigation__screen__head,Accesorios Gaming
div,main-navigation__subcategory__item,SmartwatchSmartwatch Ver todo en smartwatch Relojes Bandas de Actividad Marca Apple Watch  Huawei  Samsung  Fitbit  Garmin  Xiaomi  Kalley  Multitech
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Smartwatch Ver todo en smartwatch Relojes Bandas de Actividad Marca Apple Watch  Huawei  Samsung  Fitbit  Garmin  Xiaomi  Kalley  Multitech
div,main-navigation__screen__head,Smartwatch
div,main-navigation__subcategory__item,Accesorios Para DeporteAccesorios Para Deporte Ver todo en accesorios para deporte Sensores para Bicicleta Accesorios de Movilidad Audífonos Deportivos
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Accesorios Para Deporte Ver todo en accesorios para deporte Sensores para Bicicleta Accesorios de Movilidad Audífonos Deportivos
div,main-navigation__screen__head,Accesorios Para Deporte
div,main-navigation__subcategory__item,"Cables, Cargadores y AdaptadoresCables, Cargadores y Adaptadores Ver todo en cables Para Celulares y Tabletas Para Computadores Para TV Para Audio Cables para Apple iPhone iPad"
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,"Cables, Cargadores y Adaptadores Ver todo en cables Para Celulares y Tabletas Para Computadores Para TV Para Audio Cables para Apple iPhone iPad"
div,main-navigation__screen__head,"Cables, Cargadores y Adaptadores"
div,main-navigation__subcategory__item,"Otros AccesoriosOtros Accesorios Ver todo en otros accesorios Discos Duros USB y Tarjetas de Memoria Baterías Externas Power Bank Regulador, UPS y Multitoma Pilas Recargables Kit de Limpieza Escritorios y Centros de Computo"
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,"Otros Accesorios Ver todo en otros accesorios Discos Duros USB y Tarjetas de Memoria Baterías Externas Power Bank Regulador, UPS y Multitoma Pilas Recargables Kit de Limpieza Escritorios y Centros de Computo"
div,main-navigation__screen__head,Otros Accesorios
div,main-navigation__subcategory__item,Casa InteligenteCasa Inteligente Ver todo en casa inteligente Redes y Wifi Iluminación y Electricidad Cámaras de Seguridad Cerraduras Electrónicas Parlantes Inteligentes y Asistentes de voz Sensores Otros Dispositivos inteligentes
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Casa Inteligente Ver todo en casa inteligente Redes y Wifi Iluminación y Electricidad Cámaras de Seguridad Cerraduras Electrónicas Parlantes Inteligentes y Asistentes de voz Sensores Otros Dispositivos inteligentes
div,main-navigation__screen__head,Casa Inteligente
div,main-navigation__screen__head,Videojuegos
div,main-navigation__subcategory__item,ConsolasConsolas Ver todo en consolas PlayStation XBOX Nintendo Asus Lenovo
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Consolas Ver todo en consolas PlayStation XBOX Nintendo Asus Lenovo
div,main-navigation__screen__head,Consolas
div,main-navigation__subcategory__item,VideojuegosVideojuegos Ver todo en videojuegos PlayStation XBOX Nintendo
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Videojuegos Ver todo en videojuegos PlayStation XBOX Nintendo
div,main-navigation__screen__head,Videojuegos
div,main-navigation__subcategory__item,Controles y AccesoriosControles y Accesorios Ver todo en controles y accesorios PlayStation XBOX Nintendo
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Controles y Accesorios Ver todo en controles y accesorios PlayStation XBOX Nintendo
div,main-navigation__screen__head,Controles y Accesorios
div,main-navigation__subcategory__item,Membresías y Códigos DigitalesMembresías y Códigos Digitales Ver todo en membresías y códigos digitales Códigos Digitales PlayStation XBOX IMVU FREEFIRE
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Membresías y Códigos Digitales Ver todo en membresías y códigos digitales Códigos Digitales PlayStation XBOX IMVU FREEFIRE
div,main-navigation__screen__head,Membresías y Códigos Digitales
div,main-navigation__subcategory__item,PC GamingPC Gaming Ver todo en pc gaming Portátiles Monitores Accesorios Gaming
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,PC Gaming Ver todo en pc gaming Portátiles Monitores Accesorios Gaming
div,main-navigation__screen__head,PC Gaming
div,main-navigation__subcategory__item,XboxXbox Ver todo en xbox Consolas Videojuegos Controles y Accesorios
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Xbox Ver todo en xbox Consolas Videojuegos Controles y Accesorios
div,main-navigation__screen__head,Xbox
div,main-navigation__subcategory__item,Play StationPlay Station Ver todo en play station Consolas Videojuegos Controles y Accesorios
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Play Station Ver todo en play station Consolas Videojuegos Controles y Accesorios
div,main-navigation__screen__head,Play Station
div,main-navigation__subcategory__item,NintendoNintendo Ver todo en nintendo Consolas Videojuegos Controles y Accesorios
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Nintendo Ver todo en nintendo Consolas Videojuegos Controles y Accesorios
div,main-navigation__screen__head,Nintendo
div,main-navigation__subcategory__item,ColeccionablesColeccionables Ver todo en coleccionables Figuras y Vehículos Coleccionables
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Coleccionables Ver todo en coleccionables Figuras y Vehículos Coleccionables
div,main-navigation__screen__head,Coleccionables
div,main-navigation__screen__head,Audio
div,main-navigation__subcategory__item,AudioAudio Ver todo en audio Equipos de Sonido Torres de Sonido Parlantes y Subwoofer Barras de Sonido Amplificadores Marca Bose Panasonic Sony Sonos LG Samsung Kalley JBL Yamaha Challenger Marshall Hyundai
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Audio Ver todo en audio Equipos de Sonido Torres de Sonido Parlantes y Subwoofer Barras de Sonido Amplificadores Marca Bose Panasonic Sony Sonos LG Samsung Kalley JBL Yamaha Challenger Marshall Hyundai
div,main-navigation__screen__head,Audio
div,main-navigation__subcategory__item,AudífonosAudífonos Ver todo en audífonos In Ear On Ear Over Ear Deportivos Cancelación de Ruido Totalmente Inalámbricos  Marca Sony Panasonic Bose JBL Apple Sennheiser Huawei Logitech Samsung Sonos
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Audífonos Ver todo en audífonos In Ear On Ear Over Ear Deportivos Cancelación de Ruido Totalmente Inalámbricos  Marca Sony Panasonic Bose JBL Apple Sennheiser Huawei Logitech Samsung Sonos
div,main-navigation__screen__head,Audífonos
div,main-navigation__subcategory__item,Audio PortableAudio Portable Ver todo en audio portable Parlantes Grabadoras y Radios Marca Bose Sony LG Kalley Multitech Marshall JBL VTA Sonos
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Audio Portable Ver todo en audio portable Parlantes Grabadoras y Radios Marca Bose Sony LG Kalley Multitech Marshall JBL VTA Sonos
div,main-navigation__screen__head,Audio Portable
div,main-navigation__subcategory__item,Car AudioCar Audio Ver todo en car audio Radios Parlantes Marca Sony Pioneer
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Car Audio Ver todo en car audio Radios Parlantes Marca Sony Pioneer
div,main-navigation__screen__head,Car Audio
div,main-navigation__subcategory__item,AccesoriosAccesorios Ver todo en accesorios Micrófonos Bases Cables Audífonos y manos libres
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Accesorios Ver todo en accesorios Micrófonos Bases Cables Audífonos y manos libres
div,main-navigation__screen__head,Accesorios
div,main-navigation__subcategory__item,BoseBose Ver todo en bose Audífonos Parlantes Barras de Sonido Amplificadores
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Bose Ver todo en bose Audífonos Parlantes Barras de Sonido Amplificadores
div,main-navigation__screen__head,Bose
div,main-navigation__subcategory__item,SonosSonos Ver todo en sonos Parlantes Subwoofer Barras de Sonido audífonos Conoce más
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Sonos Ver todo en sonos Parlantes Subwoofer Barras de Sonido audífonos Conoce más
div,main-navigation__screen__head,Sonos
div,main-navigation__subcategory__item,SpotifySpotify Ver todo en spotify $ 15.000 $ 30.000 $ 45.000 $ 90.000 $ 180.000
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Spotify Ver todo en spotify $ 15.000 $ 30.000 $ 45.000 $ 90.000 $ 180.000
div,main-navigation__screen__head,Spotify
div,main-navigation__subcategory__item,Instrumentos musicalesInstrumentos musicales Ver todo en instrumentos musicales Micrófonos
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Instrumentos musicales Ver todo en instrumentos musicales Micrófonos
div,main-navigation__screen__head,Instrumentos musicales
div,main-navigation__screen__head,Cámaras
div,main-navigation__subcategory__item,CámarasCámaras Ver todo en cámaras Cámaras Fotográficas y de video Cámaras de Acción Marcas Canon Fujifilm GoPro Sony DJI
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Cámaras Ver todo en cámaras Cámaras Fotográficas y de video Cámaras de Acción Marcas Canon Fujifilm GoPro Sony DJI
div,main-navigation__screen__head,Cámaras
div,main-navigation__subcategory__item,Accesorios CámarasAccesorios Cámaras Ver todo en accesorios cámaras Lentes y Flash Estuches y Maletines Trípodes Tarjetas de Memoria Papel Fotográfico Marcas Canon Sony GoPro
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Accesorios Cámaras Ver todo en accesorios cámaras Lentes y Flash Estuches y Maletines Trípodes Tarjetas de Memoria Papel Fotográfico Marcas Canon Sony GoPro
div,main-navigation__screen__head,Accesorios Cámaras
div,main-navigation__subcategory__item,Cámaras de SeguridadCámaras de Seguridad Ver todo en cámaras de seguridad Conexión / Ubicación Conexión Alámbrica Conexión Inalámbrica Uso Interior Uso Exterior
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Cámaras de Seguridad Ver todo en cámaras de seguridad Conexión / Ubicación Conexión Alámbrica Conexión Inalámbrica Uso Interior Uso Exterior
div,main-navigation__screen__head,Cámaras de Seguridad
div,main-navigation__subcategory__item,DronesDrones Ver todo en drones Drones DJI
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Drones Ver todo en drones Drones DJI
div,main-navigation__screen__head,Drones
div,main-navigation__screen__head,Pines
div,main-navigation__subcategory__item,NetflixNetflix Ver todo en netflix Pin Virtual $20.000 $30.000 $35.000 $40.000 $50.000
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Netflix Ver todo en netflix Pin Virtual $20.000 $30.000 $35.000 $40.000 $50.000
div,main-navigation__screen__head,Netflix
div,main-navigation__subcategory__item,SpotifySpotify Ver todo en spotify Códigos Digitales $ 15.000 $ 30.000 $ 45.000 $ 90.000 $ 180.000
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Spotify Ver todo en spotify Códigos Digitales $ 15.000 $ 30.000 $ 45.000 $ 90.000 $ 180.000
div,main-navigation__screen__head,Spotify
div,main-navigation__subcategory__item,ParamountParamount Ver todo en paramount Pin Virtual 1 Mes 3 Meses
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Paramount Ver todo en paramount Pin Virtual 1 Mes 3 Meses
div,main-navigation__screen__head,Paramount
div,main-navigation__subcategory__item,WIN SportsWIN Sports Ver todo en win sports Códigos Digitales 1 Mes 6 Meses  12 Meses
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,WIN Sports Ver todo en win sports Códigos Digitales 1 Mes 6 Meses  12 Meses
div,main-navigation__screen__head,WIN Sports
div,main-navigation__subcategory__item,Membresias y Códigos digitalesMembresias y Códigos digitales Ver todo en membresias y códigos digitales Membresía PlayStation XBOX IMVU FREEFIRE Crunchyroll
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Membresias y Códigos digitales Ver todo en membresias y códigos digitales Membresía PlayStation XBOX IMVU FREEFIRE Crunchyroll
div,main-navigation__screen__head,Membresias y Códigos digitales
div,main-navigation__subcategory__item,Licencias SoftwareLicencias Software Ver todo en licencias software Software Office Antivirus McAfee
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Licencias Software Ver todo en licencias software Software Office Antivirus McAfee
div,main-navigation__screen__head,Licencias Software
div,main-navigation__subcategory__item,Directv GoDirectv Go Ver todo en directv go Pin Virtual $ 79.000 $ 59.000  $ 49.500
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Directv Go Ver todo en directv go Pin Virtual $ 79.000 $ 59.000  $ 49.500
div,main-navigation__screen__head,Directv Go
div,main-navigation__screen__head,Hogar
div,main-navigation__subcategory__item,MueblesMuebles Ver todo en muebles Armarios Bibliotecas Centros de Entretenimiento / TV Cajoneras y Cómodas Escritorios Muebles de Cocina Repisas Mesas y Comedores Muebles de Baño
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Muebles Ver todo en muebles Armarios Bibliotecas Centros de Entretenimiento / TV Cajoneras y Cómodas Escritorios Muebles de Cocina Repisas Mesas y Comedores Muebles de Baño
div,main-navigation__screen__head,Muebles
div,main-navigation__subcategory__item,Sillas y SofásSillas y Sofás Ver todo en sillas y sofás Sofás Sofá Camas Sófas Esquineros Poltronas y Sillones Puff Sillas de Oficina Sillas Gamer Sillas de Bar Sillas de Diseño
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Sillas y Sofás Ver todo en sillas y sofás Sofás Sofá Camas Sófas Esquineros Poltronas y Sillones Puff Sillas de Oficina Sillas Gamer Sillas de Bar Sillas de Diseño
div,main-navigation__screen__head,Sillas y Sofás
div,main-navigation__subcategory__item,"ColchonesColchones Ver todo en colchones Sencillo Semidoble Doble Queen King Camas, Base Cama y Camarotes Colchón con Base Cama Colchón sin Base Cama"
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,"Colchones Ver todo en colchones Sencillo Semidoble Doble Queen King Camas, Base Cama y Camarotes Colchón con Base Cama Colchón sin Base Cama"
div,main-navigation__screen__head,Colchones
div,main-navigation__subcategory__item,HabitaciónHabitación Ver todo en habitación Muebles Almohadas Cobijas y Mantas Comforter y Edredones Cubrecamas y Cubrelechos Juegos de Sábanas Plumones y Cover Duvets Protectores de Almohadas y Colchones
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Habitación Ver todo en habitación Muebles Almohadas Cobijas y Mantas Comforter y Edredones Cubrecamas y Cubrelechos Juegos de Sábanas Plumones y Cover Duvets Protectores de Almohadas y Colchones
div,main-navigation__screen__head,Habitación
div,main-navigation__subcategory__item,BañoBaño Ver todo en baño Accesorios de Baño Tapetes de Baño Toallas y Batas de Baño Cortinas de Baño Muebles de Baño
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Baño Ver todo en baño Accesorios de Baño Tapetes de Baño Toallas y Batas de Baño Cortinas de Baño Muebles de Baño
div,main-navigation__screen__head,Baño
div,main-navigation__subcategory__item,"CocinaCocina Ver todo en cocina Baterías - Juegos de ollas Ollas a Presión Ollas y Calderos Sartenes, Cacerolas y Wok Refractarias, Moldes y Bowl Recipientes de Nevera Utensilios de Cocina Cuchillos Accesorios de Cocina"
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,"Cocina Ver todo en cocina Baterías - Juegos de ollas Ollas a Presión Ollas y Calderos Sartenes, Cacerolas y Wok Refractarias, Moldes y Bowl Recipientes de Nevera Utensilios de Cocina Cuchillos Accesorios de Cocina"
div,main-navigation__screen__head,Cocina
div,main-navigation__subcategory__item,DecoraciónDecoración Ver todo en decoración Cojines Canastos Decorativos Espejos Faroles y Candelabros Floreros y Macetas Portarretratos y Cuadros Tapetes
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Decoración Ver todo en decoración Cojines Canastos Decorativos Espejos Faroles y Candelabros Floreros y Macetas Portarretratos y Cuadros Tapetes
div,main-navigation__screen__head,Decoración
div,main-navigation__subcategory__item,Mesa y ComplementosMesa y Complementos Ver todo en mesa y complementos Accesorios y Complementos Cubiertos Juegos de Vajillas y Pieza Suelta Termos y Botilitos Jarras y Dispensadores de Agua Vasos y Copas
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Mesa y Complementos Ver todo en mesa y complementos Accesorios y Complementos Cubiertos Juegos de Vajillas y Pieza Suelta Termos y Botilitos Jarras y Dispensadores de Agua Vasos y Copas
div,main-navigation__screen__head,Mesa y Complementos
div,main-navigation__subcategory__item,Organización y AseoOrganización y Aseo Ver todo en organización y aseo Cajas Organizadoras Canecas y Papeleras Maletas de Viaje Mesas de Planchar Multiestantes y Cajoneras Lavado y Planchado
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Organización y Aseo Ver todo en organización y aseo Cajas Organizadoras Canecas y Papeleras Maletas de Viaje Mesas de Planchar Multiestantes y Cajoneras Lavado y Planchado
div,main-navigation__screen__head,Organización y Aseo
div,main-navigation__subcategory__item,ExteriorExterior Ver todo en exterior Muebles de Exterior Sillas Plásticas Mesas Plásticas
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Exterior Ver todo en exterior Muebles de Exterior Sillas Plásticas Mesas Plásticas
div,main-navigation__screen__head,Exterior
div,main-navigation__screen__head,Casa Inteligente
div,main-navigation__subcategory__item,Redes y WifiRedes y Wifi Ver todo en redes y wifi Routers Extensores de Señal Cables de Red Switches de Red Adaptadores WiFi y Bluetooth
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Redes y Wifi Ver todo en redes y wifi Routers Extensores de Señal Cables de Red Switches de Red Adaptadores WiFi y Bluetooth
div,main-navigation__screen__head,Redes y Wifi
div,main-navigation__subcategory__item,Iluminación y ElectricidadIluminación y Electricidad Ver todo en iluminación y electricidad Bombillos Inteligentes Switches de Red Multitomas
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Iluminación y Electricidad Ver todo en iluminación y electricidad Bombillos Inteligentes Switches de Red Multitomas
div,main-navigation__screen__head,Iluminación y Electricidad
div,main-navigation__subcategory__item,Cámaras de SeguridadCámaras de Seguridad Ver todo en cámaras de seguridad Conexión / Ubicación Conexión Alámbrica Conexión Inalámbrica Uso Interior Uso Exterior
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Cámaras de Seguridad Ver todo en cámaras de seguridad Conexión / Ubicación Conexión Alámbrica Conexión Inalámbrica Uso Interior Uso Exterior
div,main-navigation__screen__head,Cámaras de Seguridad
div,main-navigation__subcategory__item,Cerraduras Electrónicas
div,main-navigation__subcategory__item,Parlantes Inteligentes y Asistentes de VozParlantes Inteligentes y Asistentes de Voz Ver todo en parlantes inteligentes y asistentes de voz Alexa
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Parlantes Inteligentes y Asistentes de Voz Ver todo en parlantes inteligentes y asistentes de voz Alexa
div,main-navigation__screen__head,Parlantes Inteligentes y Asistentes de Voz
div,main-navigation__subcategory__item,SensoresSensores Ver todo en sensores Detección Apertura de Puertas y Ventanas Humo Gas
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Sensores Ver todo en sensores Detección Apertura de Puertas y Ventanas Humo Gas
div,main-navigation__screen__head,Sensores
div,main-navigation__subcategory__item,Otros Dispositivos inteligentesOtros Dispositivos inteligentes Ver todo en otros dispositivos inteligentes Comederos Para mascotas
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Otros Dispositivos inteligentes Ver todo en otros dispositivos inteligentes Comederos Para mascotas
div,main-navigation__screen__head,Otros Dispositivos inteligentes
div,main-navigation__screen__head,Deportes
div,main-navigation__subcategory__item,Ejercicio y fitnessEjercicio y fitness Ver todo en ejercicio y fitness Bicicletas Spinning y Estáticas Caminadoras - Trotadoras Elípticas Multigimnasios Bancos y Plataformas Accesorios Deportivos Instaciones Instalación Equipos Gimnasia
div,main-navigation__subcategory__subitem js-main-navigation-subcategory,Ejercicio y fitness Ver todo en ejercicio y fitness Bicicletas Spinning y Estáticas Caminadoras - Trotadoras Elípticas Multigimnasios Bancos y Plataformas Accesorios Deportivos Instaciones Instalación Equipos Gimnasia
div,main-navigation__screen__head,Ejercicio y fitness
